Snakenames,Note,Snake,Number,Common names,Family,Country,Region,Snake genus,"Venom, mg (snakedatabase.org)",SVMP (Snake venom MetalloProteinase),PI-SVMP (Snake venom MetalloProteinase),PII-SVMP,PIII-SVMP (Snake venom MetalloProteinase),SVMPi (Snake venom metalloproteinase inhibitor),Disintegrin,Short disintegrin,Mediumdisintegrin,Largedisintegrin,Long disintegrin,Dimeric disintegrin,CTL (C-typelectin),DC-fragment (disintegrin-like/cysteine-ichdomains of PIII-SVMP),CRISP (cysteine-rich secretory protein),3Ftx (three-finger toxin),?-NTx (?-NeuroToxin),NTx (NeuroToxin),SNTx (Short chain NeuroToxin),LNTx (Long chain NeuroToxin),WNTx (Weak Neurotoxin),PLB (Phospholipase B),PLA2 (Phospholipases A2),Acidic PLA2 (Phospholipases A2),Basic PLA2 (Phospholipases A2),K49-PLA2,D49-PLA2,Cro-toxin,SP (Serine roteinase),SPi (Serine Proteinase inhibitor),KuTi (Kunitz-type nhibitor),KaTi (Kazal-type inhibitor),KLK (Kallikrein),LAAO (L-Amino Acid oxidase),VAP (VasoActive Peptides),BPP (Bradykinin-Potentiating Peptides),BIP (Bradykinin-Inhibitory Peptide),VEGF (Vascular Endothelial Growth Factor),CVF (Cobra Venom Factor),NP (Natriuretic Peptide),Muscarinic-toxin,Cyto-toxin,Myo-toxin,Mojave-toxin,Sarafo-toxin,Trimucro-toxin,Waprin,Navaprin,Ohanin,Oscutarin C,Cystatin,Crotamine (aka: ?-defensin/small basic myotoxic peptides),Vespryn,HYA (HYAluronidase),KTC (proKineTiCin),NGF (Nerve Growth Factor),ILGF-1 (insulin-like growth factor),PDE (PhosphoDiEsterases),ACHE (AcetylCHolineEsterase),NT5 (5NucleoTidase),EP (EndoPeptidase),EN (EndoNuclease),Trypsinogen,QC (Glutaminyl Cyclase),CCM (Complement Control Module),LIPA (Lysosomal Lipase A),TRF (TRansFerrin),CTT (Cytidyltransferase),ALB (ALBumins),HBG (HemoGloBins),pG peptides (polyGly peptides),pGpH peptides (Gly-His-rich peptide),beta-BTx (beta-bungarotoxin),Gal (galactose-binding lectin),Selectins,FMO (flavin monoamine oxidases),GP (glutathione peroxidase),CELF (Type-B carboxylesterases/lipases),Atragin,AMT (AminoTransferase),Aspartic protease,TBP (Toxin biosynthesis proteins),BP (Blood Proteins),KNL (Kinesin-like protein),NTP (Neurotrophin),Fibrinogenases,AP (AminoPeptidase),ChE (Cholinesterase),OLP (Ohanin like proteins),CRVP (Cysteine Rich Venom Proteine),NMG (Neuronal membrane glycoprotein),RIB (ribosomal protein),ECTONT (ecto-59-nucleotidase),Actin,Unknownpeptides,Non-toxin,Unknown/Undetermined,Sum
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/22446891"" target=""_blank"" style=""font-style: italic"">Crotalus scutulatus scutulatus<span> (New Mexico)",New Mexico (F-305),Crotalus scutulatus scutulatus,20,Northern Mojave Rattlesnake,Viperidae,"Mexico, United States of America",North America + Central America,Crotalus,150.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.40,0.00,41.10,0.00,0.00,0.00,0.00,0.10,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.80,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/22446891"" target=""_blank"" style=""font-style: italic"">Crotalus scutulatus scutulatus<span> (Arizona)",Arizona (A-102),Crotalus scutulatus scutulatus,21,Northern Mojave Rattlesnake,Viperidae,"Mexico, United States of America",North America + Central America,Crotalus,150.00,0.00,7.70,0.00,46.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80,0.00,23.90,0.00,0.00,0.00,0.00,1.10,4.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,1.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/23727490"" style=""font-style: italic"">Crotalus simus culminatus <span>(Mexican adult)",Mexico,Crotalus simus culminatus,1,Northwestern Neotropical Rattlesnake,Viperidae,Mexico,Central America,Crotalus,0.00,48.50,0.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,0.00,0.00,0.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,15.90,0.00,0.00,0.00,0.00,4.70,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28731347"" style=""font-style: italic"">Crotalus simus culminatus<span> (Mexican neonate)",Mexican adult,Crotalus simus culminatus,2,Northwestern Neotropical Rattlesnake,Viperidae,Mexico,Central America,Crotalus,0.00,0.00,20.18,0.00,25.67,7.89,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,0.00,0.00,16.48,0.00,0.00,0.00,0.00,11.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28731347"" style=""font-style: italic"">Crotalus simus culminatus <span>(Mexico)",Mexican neonate,Crotalus simus culminatus,3,Northwestern Neotropical Rattlesnake,Viperidae,Mexico,Central America,Crotalus,0.00,0.00,24.23,0.00,17.25,6.58,1.69,0.00,0.00,0.00,0.00,0.00,0.10,0.00,3.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.46,0.00,0.00,0.00,0.00,0.00,13.06,0.00,0.00,0.00,0.00,8.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/19863078"" target=""_blank"" style=""font-style: italic"">Crotalus simus simus<span> (Costa Rican neonate)",Costa Rican neonate  (6-week-old),Crotalus simus simus,1,"Central American Rattlesnake , Middle American Rattlesnake , Cascauella",Viperidae,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Central America,Crotalus,180.00,0.00,0.00,0.00,2.00,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00,0.00,0.00,52.70,36.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/19863078"" target=""_blank"" style=""font-style: italic"">Crotalus simus simus<span> (Costa Rican adult)",Costa Rican adult,Crotalus simus simus,2,"Central American Rattlesnake , Middle American Rattlesnake , Cascauella",Viperidae,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Central America,Crotalus,180.00,0.00,22.50,0.00,49.20,0.00,8.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,4.10,5.30,0.00,0.00,0.00,0.00,3.80,0.00,2.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/23727490"" style=""font-style: italic"">Crotalus simus simus<span> (Mexican adult)",Mexico,Crotalus simus simus,3,"Central American Rattlesnake , Middle American Rattlesnake , Cascauella",Viperidae,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Central America,Crotalus,0.00,27.40,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.60,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.10,0.00,0.00,0.00,0.00,14.30,30.40,0.00,0.00,0.00,0.00,5.70,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28731347"" style=""font-style: italic"">Crotalus simus simus <span>(Mexican neonate)",Mexican adult,Crotalus simus simus,4,"Central American Rattlesnake , Middle American Rattlesnake , Cascauella",Viperidae,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Central America,Crotalus,0.00,0.00,0.00,8.70,23.10,6.60,4.30,0.00,0.00,0.00,0.00,0.00,0.10,0.00,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90,0.00,0.00,0.00,0.00,16.80,23.70,0.00,0.00,0.00,0.00,3.50,0.00,0.00,2.10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28731347"" style=""font-style: italic"">Crotalus simus simus <span>(Mexico)",Mexican neonate,Crotalus simus simus,5,"Central American Rattlesnake , Middle American Rattlesnake , Cascauella",Viperidae,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Central America,Crotalus,0.00,0.00,0.00,0.00,5.23,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.00,25.86,32.28,0.00,0.00,0.00,0.00,1.97,0.00,5.53,1.18,3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28731347"" style=""font-style: italic"">Crotalus simus tzabcan <span>(Mexican adult)",Mexican adult,Crotalus simus tzabcan,1,Yucatan Neotropical Rattlesnake,Viperidae,"Mexico, Guatemala, Belize",Central America,Crotalus,0.00,0.00,16.10,0.00,15.70,6.30,5.10,0.00,0.00,0.00,0.00,0.00,10.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00,3.00,15.40,0.00,0.00,0.00,0.00,1.95,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28731347"" style=""font-style: italic"">Crotalus simus tzabcan <span>(Mexican neonate)",Mexican neonate,Crotalus simus tzabcan,2,Yucatan Neotropical Rattlesnake,Viperidae,"Mexico, Guatemala, Belize",Central America,Crotalus,0.00,0.00,3.79,0.00,2.87,2.31,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.00,0.00,0.18,18.31,0.00,0.00,0.00,0.00,4.25,0.00,0.00,4.90,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.05,0.00,0.00,0.00,0.74,0.00,8.88,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/22181673"" target=""_blank"" style=""font-style: italic"">Crotalus tigris <span>(Origin unknown)",Origin unknown,Crotalus tigris,1,Tiger Rattlesnake,Viperidae,"Mexico, United States of America",North America + Central America,Crotalus,11.00,0.00,0.00,0.00,0.10,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.00,0.00,66.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.01
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25819372"" target=""_blank"" style=""font-style: italic"">Crotalus viridis viridis <span>(Colorado)",Colorado (adult female),Crotalus viridis viridis,1,Prairie Rattlesnake,Viperidae,"Canada, Mexico, United States of America",North America + Central America,Crotalus,390.00,0.00,2.19,6.63,12.15,8.18,0.70,0.00,0.00,0.00,0.00,0.00,1.81,0.00,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,15.67,0.00,19.88,0.00,0.00,0.00,0.00,11.46,0.00,10.78,0.00,0.00,0.00,0.00,0.00,0.00,5.49,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.02
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25819372"" target=""_blank"" style=""font-style: italic"">Crotalus viridis viridis<span> (Colorado)",Colorado (neonate female),Crotalus viridis viridis,2,Prairie Rattlesnake,Viperidae,"Canada, Mexico, United States of America",North America + Central America,Crotalus,390.00,0.00,2.84,3.67,4.82,0.10,0.14,0.00,0.00,0.00,0.00,0.00,3.32,0.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.39,0.00,0.00,10.13,0.00,26.72,0.00,0.00,0.00,0.00,2.84,0.00,6.46,0.00,0.00,0.00,0.00,0.00,0.00,35.45,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25819372"" target=""_blank"" style=""font-style: italic"">Crotalus viridis viridis <span>(Colorado)",Colorado (neonate male),Crotalus viridis viridis,3,Prairie Rattlesnake,Viperidae,"Canada, Mexico, United States of America",North America + Central America,Crotalus,390.00,0.00,4.06,1.74,8.40,4.51,0.76,0.00,0.00,0.00,0.00,0.00,7.27,0.00,4.01,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,10.90,0.00,18.20,0.00,0.00,0.00,0.00,7.56,0.00,6.41,0.00,0.00,0.00,0.00,0.00,0.00,25.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25819372"" target=""_blank"" style=""font-style: italic"">Crotalus viridis viridis <span>(Colorado)",Colorado (adult male),Crotalus viridis viridis,4,Prairie Rattlesnake,Viperidae,"Canada, Mexico, United States of America",North America + Central America,Crotalus,390.00,0.00,6.97,0.93,3.02,0.00,0.13,0.00,0.00,0.00,0.00,0.00,1.75,0.00,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,26.82,0.00,0.00,0.00,0.00,0.00,0.00,8.23,0.00,0.00,0.00,0.00,0.00,0.00,38.07,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.87,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/26342672"" style=""font-style: italic"">Daboia russelii<span> (Sri Lanka)",Sri Lanka,Daboia russelii,1,"Russell's Viper , Chain Viper , Tic Polonga",Viperidae,"Bangladesh, Bhutan, India, Nepal, Pakistan, Sri Lanka",West Asia + Indian Sub-continent,Daboia,240.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.40,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,35.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,4.60,0.00,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,1.30,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/27936776"" style=""font-style: italic"">Daboia russelii <span>(West India)",West India,Daboia russelii,2,"Russell's Viper , Chain Viper , Tic Polonga",Viperidae,"Bangladesh, Bhutan, India, Nepal, Pakistan, Sri Lanka",West Asia + Indian Sub-continent,Daboia,240.00,24.78,0.00,0.00,0.00,0.00,4.90,0.00,0.00,0.00,0.00,0.00,1.80,0.00,6.79,0.00,0.00,0.00,0.00,0.00,0.00,0.10,32.47,0.00,0.00,0.00,0.00,0.00,7.99,0.00,12.49,0.00,0.00,0.30,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.80,0.00,1.40,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/27265321"" style=""font-style: italic"">Daboia russelii russelii <span>(Pakistan)",Pakistan,Daboia russelii russelii,1,"Russell's Viper , Chain Viper , Tic Polonga",Viperidae,West Asia + Indian Sub-continent,"Bangladesh, Bhutan, India, Nepal, Pakistan, Sri Lanka",Daboia,240.00,21.80,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,6.40,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.80,0.00,0.00,0.00,0.00,0.00,3.20,0.00,28.40,0.00,0.00,0.60,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.40,0.00,0.60,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.10,100
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/26877184"" style=""font-style: italic"">Dendroaspis angusticeps<span> (Tanzania)",Tanzania,Dendroaspis angusticeps,1,"Common Green Mamba , Eastern Green Mamba , White-mouthed Mamba , Green Mamba",Elapidae,"Kenya, Malawi, Mozambique, South Africa, Swaziland, Tanzania, Zimbabwe",Sub-Saharan Africa,Dendroaspis,60.00,6.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,69.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,100
" <span href=""https://www.ncbi.nlm.nih.gov/pubmed/25688917"" target=""_blank"" style=""font-style: italic"">Dendroaspis polylepis<span> (Kenya)",Kenya,Dendroaspis polylepis,1,"Black Mamba , Black-mouthed Mamba",Elapidae,"Burkina Faso, Cameroon, Central African Republic, Chad, Democratic Republic of Congo, Cote d'Ivoire ( Ivory Coast ), Eritrea, Ethiopia, Guinea, Guinea-Bissau, Kenya, Malawi, Mali, Mozambique, Namibia, Rwanda, Senegal, South Africa, Sudan, Swaziland, Tanzania, Uganda, Zambia, Zimbabwe, Somalia",Sub-Saharan Africa,Dendroaspis,400.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.40,0.30,0.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
